FIPSCode,LocationType,Location,TypeofFacility,TimeFrame,DataFormat,Data
06089,County,Shasta County,Family Child Care Home,2014,Number,"1,462"
06089,County,Shasta County,Total for Both Facility Types,2014,Number,"4,383"
06089,County,Shasta County,Child Care Center,2019,Number,"3,522"
06089,County,Shasta County,Family Child Care Home,2019,Number,"1,333"
06089,County,Shasta County,Total for Both Facility Types,2019,Number,"4,855"
06089,County,Shasta County,Child Care Center,2017,Number,"3,539"
06089,County,Shasta County,Family Child Care Home,2017,Number,"1,371"
06089,County,Shasta County,Total for Both Facility Types,2017,Number,"4,910"
06035,County,Lassen County,Child Care Center,2019,Number,422
06035,County,Lassen County,Family Child Care Home,2019,Number,144
06035,County,Lassen County,Total for Both Facility Types,2019,Number,566
06035,County,Lassen County,Child Care Center,2017,Number,488
06035,County,Lassen County,Family Child Care Home,2017,Number,176
06035,County,Lassen County,Total for Both Facility Types,2017,Number,664
06035,County,Lassen County,Child Care Center,2014,Number,393
06035,County,Lassen County,Family Child Care Home,2014,Number,184
06035,County,Lassen County,Total for Both Facility Types,2014,Number,577
06035,County,Lassen County,Child Care Center,2012,Number,483
06035,County,Lassen County,Family Child Care Home,2012,Number,228
06035,County,Lassen County,Total for Both Facility Types,2012,Number,711
06035,County,Lassen County,Child Care Center,2008,Number,376
06035,County,Lassen County,Family Child Care Home,2008,Number,248
06035,County,Lassen County,Total for Both Facility Types,2008,Number,624
06035,County,Lassen County,Child Care Center,2010,Number,417
06035,County,Lassen County,Family Child Care Home,2010,Number,214
06035,County,Lassen County,Total for Both Facility Types,2010,Number,631
06035,County,Lassen County,Child Care Center,2006,Number,367
06035,County,Lassen County,Family Child Care Home,2006,Number,322
06035,County,Lassen County,Total for Both Facility Types,2006,Number,689
06035,County,Lassen County,Child Care Center,2004,Number,360
06035,County,Lassen County,Family Child Care Home,2004,Number,290
06035,County,Lassen County,Total for Both Facility Types,2004,Number,650
06035,County,Lassen County,Child Care Center,2002,Number,321
06035,County,Lassen County,Family Child Care Home,2002,Number,306
06035,County,Lassen County,Total for Both Facility Types,2002,Number,627
06035,County,Lassen County,Child Care Center,2000,Number,329
06035,County,Lassen County,Family Child Care Home,2000,Number,394
06035,County,Lassen County,Total for Both Facility Types,2000,Number,723
06045,County,Mendocino County,Child Care Center,2000,Number,"1,012"
06045,County,Mendocino County,Family Child Care Home,2000,Number,"1,156"
06045,County,Mendocino County,Total for Both Facility Types,2000,Number,"2,168"
06045,County,Mendocino County,Child Care Center,2002,Number,"1,102"
06045,County,Mendocino County,Family Child Care Home,2002,Number,"1,274"
06045,County,Mendocino County,Total for Both Facility Types,2002,Number,"2,376"
06045,County,Mendocino County,Child Care Center,2004,Number,"1,180"
06045,County,Mendocino County,Family Child Care Home,2004,Number,"1,132"
06045,County,Mendocino County,Total for Both Facility Types,2004,Number,"2,312"
06045,County,Mendocino County,Child Care Center,2006,Number,"1,410"
06045,County,Mendocino County,Family Child Care Home,2006,Number,896
06045,County,Mendocino County,Total for Both Facility Types,2006,Number,"2,306"
06045,County,Mendocino County,Child Care Center,2008,Number,"1,303"
06045,County,Mendocino County,Family Child Care Home,2008,Number,916
06045,County,Mendocino County,Total for Both Facility Types,2008,Number,"2,219"
06045,County,Mendocino County,Child Care Center,2012,Number,"1,423"
06045,County,Mendocino County,Family Child Care Home,2012,Number,874
06045,County,Mendocino County,Total for Both Facility Types,2012,Number,"2,297"
06045,County,Mendocino County,Child Care Center,2010,Number,"1,387"
06045,County,Mendocino County,Family Child Care Home,2010,Number,978
06045,County,Mendocino County,Total for Both Facility Types,2010,Number,"2,365"
06045,County,Mendocino County,Child Care Center,2014,Number,"1,358"
06045,County,Mendocino County,Family Child Care Home,2014,Number,756
06045,County,Mendocino County,Total for Both Facility Types,2014,Number,"2,114"
06045,County,Mendocino County,Child Care Center,2017,Number,"1,384"
06045,County,Mendocino County,Family Child Care Home,2017,Number,750
06045,County,Mendocino County,Total for Both Facility Types,2017,Number,"2,134"
06045,County,Mendocino County,Child Care Center,2019,Number,"1,400"
06045,County,Mendocino County,Family Child Care Home,2019,Number,742
06045,County,Mendocino County,Total for Both Facility Types,2019,Number,"2,142"
06103,County,Tehama County,Child Care Center,2017,Number,920
06103,County,Tehama County,Family Child Care Home,2017,Number,514
06103,County,Tehama County,Total for Both Facility Types,2017,Number,"1,434"
06103,County,Tehama County,Child Care Center,2019,Number,956
06103,County,Tehama County,Family Child Care Home,2019,Number,544
06103,County,Tehama County,Total for Both Facility Types,2019,Number,"1,500"
06103,County,Tehama County,Child Care Center,2014,Number,816
06103,County,Tehama County,Family Child Care Home,2014,Number,534
06103,County,Tehama County,Total for Both Facility Types,2014,Number,"1,350"
06103,County,Tehama County,Child Care Center,2012,Number,841
06103,County,Tehama County,Family Child Care Home,2012,Number,682
06103,County,Tehama County,Total for Both Facility Types,2012,Number,"1,523"
06103,County,Tehama County,Child Care Center,2010,Number,765
06103,County,Tehama County,Family Child Care Home,2010,Number,838
06103,County,Tehama County,Total for Both Facility Types,2010,Number,"1,603"
06103,County,Tehama County,Child Care Center,2008,Number,794
06103,County,Tehama County,Family Child Care Home,2008,Number,910
06103,County,Tehama County,Total for Both Facility Types,2008,Number,"1,704"
06103,County,Tehama County,Child Care Center,2006,Number,578
06103,County,Tehama County,Family Child Care Home,2006,Number,814
06103,County,Tehama County,Total for Both Facility Types,2006,Number,"1,392"
06103,County,Tehama County,Child Care Center,2004,Number,599
06103,County,Tehama County,Family Child Care Home,2004,Number,770
06103,County,Tehama County,Total for Both Facility Types,2004,Number,"1,369"
06103,County,Tehama County,Child Care Center,2002,Number,556
06103,County,Tehama County,Family Child Care Home,2002,Number,878
06103,County,Tehama County,Total for Both Facility Types,2002,Number,"1,434"
06103,County,Tehama County,Child Care Center,2000,Number,567
06103,County,Tehama County,Family Child Care Home,2000,Number,704
06103,County,Tehama County,Total for Both Facility Types,2000,Number,"1,271"
06063,County,Plumas County,Child Care Center,2000,Number,186
06063,County,Plumas County,Family Child Care Home,2000,Number,424
06063,County,Plumas County,Total for Both Facility Types,2000,Number,610
06063,County,Plumas County,Child Care Center,2002,Number,252
06063,County,Plumas County,Family Child Care Home,2002,Number,352
06063,County,Plumas County,Total for Both Facility Types,2002,Number,604
06063,County,Plumas County,Child Care Center,2004,Number,291
06063,County,Plumas County,Family Child Care Home,2004,Number,352
06063,County,Plumas County,Total for Both Facility Types,2004,Number,643
06063,County,Plumas County,Child Care Center,2006,Number,296
06063,County,Plumas County,Family Child Care Home,2006,Number,350
06063,County,Plumas County,Total for Both Facility Types,2006,Number,646
06063,County,Plumas County,Child Care Center,2008,Number,363
06063,County,Plumas County,Family Child Care Home,2008,Number,364
06063,County,Plumas County,Total for Both Facility Types,2008,Number,727
06063,County,Plumas County,Child Care Center,2010,Number,250
06063,County,Plumas County,Family Child Care Home,2010,Number,358
06063,County,Plumas County,Total for Both Facility Types,2010,Number,608
06063,County,Plumas County,Child Care Center,2012,Number,251
06063,County,Plumas County,Family Child Care Home,2012,Number,310
06063,County,Plumas County,Total for Both Facility Types,2012,Number,561
06063,County,Plumas County,Child Care Center,2014,Number,203
06063,County,Plumas County,Family Child Care Home,2014,Number,282
06063,County,Plumas County,Total for Both Facility Types,2014,Number,485
06063,County,Plumas County,Child Care Center,2019,Number,248
06063,County,Plumas County,Family Child Care Home,2019,Number,294
06063,County,Plumas County,Total for Both Facility Types,2019,Number,542
06063,County,Plumas County,Child Care Center,2017,Number,212
06063,County,Plumas County,Family Child Care Home,2017,Number,248
06063,County,Plumas County,Total for Both Facility Types,2017,Number,460
06007,County,Butte County,Child Care Center,2019,Number,"3,508"
06007,County,Butte County,Family Child Care Home,2019,Number,"1,110"
06007,County,Butte County,Total for Both Facility Types,2019,Number,"4,618"
06007,County,Butte County,Child Care Center,2017,Number,"3,673"
06007,County,Butte County,Family Child Care Home,2017,Number,"1,336"
06007,County,Butte County,Total for Both Facility Types,2017,Number,"5,009"
06007,County,Butte County,Child Care Center,2014,Number,"3,518"
06007,County,Butte County,Family Child Care Home,2014,Number,"1,296"
06007,County,Butte County,Total for Both Facility Types,2014,Number,"4,814"
06007,County,Butte County,Child Care Center,2012,Number,"3,623"
06007,County,Butte County,Family Child Care Home,2012,Number,"1,348"
06007,County,Butte County,Total for Both Facility Types,2012,Number,"4,971"
06007,County,Butte County,Child Care Center,2010,Number,"3,522"
06007,County,Butte County,Family Child Care Home,2010,Number,"1,648"
06007,County,Butte County,Total for Both Facility Types,2010,Number,"5,170"
06007,County,Butte County,Child Care Center,2008,Number,"3,901"
06007,County,Butte County,Family Child Care Home,2008,Number,"1,998"
06007,County,Butte County,Total for Both Facility Types,2008,Number,"5,899"
06007,County,Butte County,Child Care Center,2006,Number,"3,374"
06007,County,Butte County,Family Child Care Home,2006,Number,"2,112"
06007,County,Butte County,Total for Both Facility Types,2006,Number,"5,486"
06007,County,Butte County,Child Care Center,2004,Number,"3,148"
06007,County,Butte County,Family Child Care Home,2004,Number,"2,564"
06007,County,Butte County,Total for Both Facility Types,2004,Number,"5,712"
06007,County,Butte County,Child Care Center,2002,Number,"3,038"
06007,County,Butte County,Family Child Care Home,2002,Number,"2,538"
06007,County,Butte County,Total for Both Facility Types,2002,Number,"5,576"
06007,County,Butte County,Child Care Center,2000,Number,"2,756"
06007,County,Butte County,Family Child Care Home,2000,Number,"2,418"
06007,County,Butte County,Total for Both Facility Types,2000,Number,"5,174"
06021,County,Glenn County,Child Care Center,2000,Number,320
06021,County,Glenn County,Family Child Care Home,2000,Number,666
06021,County,Glenn County,Total for Both Facility Types,2000,Number,986
06021,County,Glenn County,Child Care Center,2002,Number,304
06021,County,Glenn County,Family Child Care Home,2002,Number,586
06021,County,Glenn County,Total for Both Facility Types,2002,Number,890
06021,County,Glenn County,Child Care Center,2004,Number,321
06021,County,Glenn County,Family Child Care Home,2004,Number,594
06021,County,Glenn County,Total for Both Facility Types,2004,Number,915
06021,County,Glenn County,Child Care Center,2006,Number,407
06021,County,Glenn County,Family Child Care Home,2006,Number,556
06021,County,Glenn County,Total for Both Facility Types,2006,Number,963
06021,County,Glenn County,Child Care Center,2008,Number,327
06021,County,Glenn County,Family Child Care Home,2008,Number,436
06021,County,Glenn County,Total for Both Facility Types,2008,Number,763
06021,County,Glenn County,Child Care Center,2010,Number,346
06021,County,Glenn County,Family Child Care Home,2010,Number,506
06021,County,Glenn County,Total for Both Facility Types,2010,Number,852
06021,County,Glenn County,Child Care Center,2012,Number,303
06021,County,Glenn County,Family Child Care Home,2012,Number,478
06021,County,Glenn County,Total for Both Facility Types,2012,Number,781
06021,County,Glenn County,Child Care Center,2014,Number,379
06021,County,Glenn County,Family Child Care Home,2014,Number,472
06021,County,Glenn County,Total for Both Facility Types,2014,Number,851
06021,County,Glenn County,Child Care Center,2017,Number,319
06021,County,Glenn County,Family Child Care Home,2017,Number,444
06021,County,Glenn County,Total for Both Facility Types,2017,Number,763
06021,County,Glenn County,Child Care Center,2019,Number,283
06021,County,Glenn County,Family Child Care Home,2019,Number,448
06021,County,Glenn County,Total for Both Facility Types,2019,Number,731
06091,County,Sierra County,Child Care Center,2017,Number,28
06091,County,Sierra County,Family Child Care Home,2017,Number,38
06091,County,Sierra County,Total for Both Facility Types,2017,Number,66
06091,County,Sierra County,Child Care Center,2019,Number,28
06091,County,Sierra County,Family Child Care Home,2019,Number,42
06091,County,Sierra County,Total for Both Facility Types,2019,Number,70
06091,County,Sierra County,Child Care Center,2014,Number,30
06091,County,Sierra County,Family Child Care Home,2014,Number,56
06091,County,Sierra County,Total for Both Facility Types,2014,Number,86
06091,County,Sierra County,Child Care Center,2012,Number,30
06091,County,Sierra County,Family Child Care Home,2012,Number,58
06091,County,Sierra County,Total for Both Facility Types,2012,Number,88
06091,County,Sierra County,Child Care Center,2010,Number,28
06091,County,Sierra County,Family Child Care Home,2010,Number,56
06091,County,Sierra County,Total for Both Facility Types,2010,Number,84
06091,County,Sierra County,Child Care Center,2008,Number,27
06091,County,Sierra County,Family Child Care Home,2008,Number,56
06091,County,Sierra County,Total for Both Facility Types,2008,Number,83
06091,County,Sierra County,Child Care Center,2006,Number,36
06091,County,Sierra County,Family Child Care Home,2006,Number,36
06091,County,Sierra County,Total for Both Facility Types,2006,Number,72
06091,County,Sierra County,Child Care Center,2004,Number,36
06091,County,Sierra County,Family Child Care Home,2004,Number,60
06091,County,Sierra County,Total for Both Facility Types,2004,Number,96
06091,County,Sierra County,Child Care Center,2002,Number,21
06091,County,Sierra County,Family Child Care Home,2002,Number,52
06091,County,Sierra County,Total for Both Facility Types,2002,Number,73
06091,County,Sierra County,Child Care Center,2000,Number,21
06091,County,Sierra County,Family Child Care Home,2000,Number,54
06091,County,Sierra County,Total for Both Facility Types,2000,Number,75
06057,County,Nevada County,Child Care Center,2000,Number,"1,589"
06057,County,Nevada County,Family Child Care Home,2000,Number,998
06057,County,Nevada County,Total for Both Facility Types,2000,Number,"2,587"
06057,County,Nevada County,Child Care Center,2002,Number,"1,841"
06057,County,Nevada County,Family Child Care Home,2002,Number,"1,032"
06057,County,Nevada County,Total for Both Facility Types,2002,Number,"2,873"
06057,County,Nevada County,Child Care Center,2004,Number,"2,037"
06057,County,Nevada County,Family Child Care Home,2004,Number,984
06057,County,Nevada County,Total for Both Facility Types,2004,Number,"3,021"
06057,County,Nevada County,Child Care Center,2006,Number,"1,829"
06057,County,Nevada County,Family Child Care Home,2006,Number,954
06057,County,Nevada County,Total for Both Facility Types,2006,Number,"2,783"
06057,County,Nevada County,Child Care Center,2008,Number,"1,488"
06057,County,Nevada County,Family Child Care Home,2008,Number,"1,044"
06057,County,Nevada County,Total for Both Facility Types,2008,Number,"2,532"
06057,County,Nevada County,Child Care Center,2010,Number,"1,441"
06057,County,Nevada County,Family Child Care Home,2010,Number,"1,048"
06057,County,Nevada County,Total for Both Facility Types,2010,Number,"2,489"
06057,County,Nevada County,Child Care Center,2012,Number,"1,465"
06057,County,Nevada County,Family Child Care Home,2012,Number,868
06057,County,Nevada County,Total for Both Facility Types,2012,Number,"2,333"
06057,County,Nevada County,Child Care Center,2014,Number,"1,446"
06057,County,Nevada County,Family Child Care Home,2014,Number,680
06057,County,Nevada County,Total for Both Facility Types,2014,Number,"2,126"
06057,County,Nevada County,Child Care Center,2017,Number,"1,501"
06057,County,Nevada County,Family Child Care Home,2017,Number,610
06057,County,Nevada County,Total for Both Facility Types,2017,Number,"2,111"
06057,County,Nevada County,Child Care Center,2019,Number,"1,986"
06057,County,Nevada County,Family Child Care Home,2019,Number,570
06057,County,Nevada County,Total for Both Facility Types,2019,Number,"2,556"
06115,County,Yuba County,Child Care Center,2017,Number,913
06115,County,Yuba County,Family Child Care Home,2017,Number,428
06115,County,Yuba County,Total for Both Facility Types,2017,Number,"1,341"
06115,County,Yuba County,Child Care Center,2019,Number,"1,121"
06115,County,Yuba County,Family Child Care Home,2019,Number,728
06115,County,Yuba County,Total for Both Facility Types,2019,Number,"1,849"
06115,County,Yuba County,Child Care Center,2014,Number,"1,201"
06115,County,Yuba County,Family Child Care Home,2014,Number,826
06115,County,Yuba County,Total for Both Facility Types,2014,Number,"2,027"
06115,County,Yuba County,Child Care Center,2012,Number,"1,108"
06115,County,Yuba County,Family Child Care Home,2012,Number,956
06115,County,Yuba County,Total for Both Facility Types,2012,Number,"2,064"
06115,County,Yuba County,Child Care Center,2010,Number,"1,166"
06115,County,Yuba County,Family Child Care Home,2010,Number,994
06115,County,Yuba County,Total for Both Facility Types,2010,Number,"2,160"
06115,County,Yuba County,Child Care Center,2008,Number,987
06115,County,Yuba County,Family Child Care Home,2008,Number,"1,134"
06115,County,Yuba County,Total for Both Facility Types,2008,Number,"2,121"
06115,County,Yuba County,Child Care Center,2006,Number,815
06115,County,Yuba County,Family Child Care Home,2006,Number,824
06115,County,Yuba County,Total for Both Facility Types,2006,Number,"1,639"
06115,County,Yuba County,Child Care Center,2004,Number,916
06115,County,Yuba County,Family Child Care Home,2004,Number,766
06115,County,Yuba County,Total for Both Facility Types,2004,Number,"1,682"
06115,County,Yuba County,Child Care Center,2002,Number,978
06115,County,Yuba County,Family Child Care Home,2002,Number,702
06115,County,Yuba County,Total for Both Facility Types,2002,Number,"1,680"
06115,County,Yuba County,Child Care Center,2000,Number,930
06115,County,Yuba County,Family Child Care Home,2000,Number,730
06115,County,Yuba County,Total for Both Facility Types,2000,Number,"1,660"
06011,County,Colusa County,Child Care Center,2000,Number,210
06011,County,Colusa County,Family Child Care Home,2000,Number,436
06011,County,Colusa County,Total for Both Facility Types,2000,Number,646
06011,County,Colusa County,Child Care Center,2002,Number,243
06011,County,Colusa County,Family Child Care Home,2002,Number,568
06011,County,Colusa County,Total for Both Facility Types,2002,Number,811
06011,County,Colusa County,Child Care Center,2006,Number,373
06011,County,Colusa County,Family Child Care Home,2006,Number,764
06011,County,Colusa County,Total for Both Facility Types,2006,Number,"1,137"
06011,County,Colusa County,Child Care Center,2004,Number,400
06011,County,Colusa County,Family Child Care Home,2004,Number,734
06011,County,Colusa County,Total for Both Facility Types,2004,Number,"1,134"
06011,County,Colusa County,Child Care Center,2008,Number,373
06011,County,Colusa County,Family Child Care Home,2008,Number,624
06011,County,Colusa County,Total for Both Facility Types,2008,Number,997
06011,County,Colusa County,Child Care Center,2010,Number,413
06011,County,Colusa County,Family Child Care Home,2010,Number,542
06011,County,Colusa County,Total for Both Facility Types,2010,Number,955
06011,County,Colusa County,Child Care Center,2012,Number,413
06011,County,Colusa County,Family Child Care Home,2012,Number,526
06011,County,Colusa County,Total for Both Facility Types,2012,Number,939
06011,County,Colusa County,Child Care Center,2014,Number,418
06011,County,Colusa County,Family Child Care Home,2014,Number,608
06011,County,Colusa County,Total for Both Facility Types,2014,Number,"1,026"
06011,County,Colusa County,Child Care Center,2017,Number,418
06011,County,Colusa County,Family Child Care Home,2017,Number,544
06011,County,Colusa County,Total for Both Facility Types,2017,Number,962
06011,County,Colusa County,Child Care Center,2019,Number,335
06011,County,Colusa County,Family Child Care Home,2019,Number,492
06011,County,Colusa County,Total for Both Facility Types,2019,Number,827
06033,County,Lake County,Child Care Center,2019,Number,739
06033,County,Lake County,Family Child Care Home,2019,Number,678
06033,County,Lake County,Total for Both Facility Types,2019,Number,"1,417"
06033,County,Lake County,Child Care Center,2017,Number,747
06033,County,Lake County,Family Child Care Home,2017,Number,634
06033,County,Lake County,Total for Both Facility Types,2017,Number,"1,381"
06033,County,Lake County,Child Care Center,2014,Number,719
06033,County,Lake County,Family Child Care Home,2014,Number,606
06033,County,Lake County,Total for Both Facility Types,2014,Number,"1,325"
06033,County,Lake County,Child Care Center,2012,Number,686
06033,County,Lake County,Family Child Care Home,2012,Number,732
06033,County,Lake County,Total for Both Facility Types,2012,Number,"1,418"
06033,County,Lake County,Child Care Center,2010,Number,750
06033,County,Lake County,Family Child Care Home,2010,Number,792
06033,County,Lake County,Total for Both Facility Types,2010,Number,"1,542"
06033,County,Lake County,Child Care Center,2008,Number,810
06033,County,Lake County,Family Child Care Home,2008,Number,708
06033,County,Lake County,Total for Both Facility Types,2008,Number,"1,518"
06033,County,Lake County,Child Care Center,2006,Number,736
06033,County,Lake County,Family Child Care Home,2006,Number,652
06033,County,Lake County,Total for Both Facility Types,2006,Number,"1,388"
06033,County,Lake County,Child Care Center,2004,Number,757
06033,County,Lake County,Family Child Care Home,2004,Number,768
06033,County,Lake County,Total for Both Facility Types,2004,Number,"1,525"
06033,County,Lake County,Child Care Center,2002,Number,708
06033,County,Lake County,Family Child Care Home,2002,Number,744
06033,County,Lake County,Total for Both Facility Types,2002,Number,"1,452"
06033,County,Lake County,Child Care Center,2000,Number,415
06033,County,Lake County,Family Child Care Home,2000,Number,616
06033,County,Lake County,Total for Both Facility Types,2000,Number,"1,031"
06097,County,Sonoma County,Child Care Center,2000,Number,"9,190"
06097,County,Sonoma County,Family Child Care Home,2000,Number,"6,048"
06097,County,Sonoma County,Total for Both Facility Types,2000,Number,"15,238"
06097,County,Sonoma County,Child Care Center,2002,Number,"9,193"
06097,County,Sonoma County,Family Child Care Home,2002,Number,"5,452"
06097,County,Sonoma County,Total for Both Facility Types,2002,Number,"14,645"
06097,County,Sonoma County,Child Care Center,2004,Number,"9,904"
06097,County,Sonoma County,Family Child Care Home,2004,Number,"4,948"
06097,County,Sonoma County,Total for Both Facility Types,2004,Number,"14,852"
06097,County,Sonoma County,Child Care Center,2006,Number,"9,316"
06097,County,Sonoma County,Family Child Care Home,2006,Number,"4,478"
06097,County,Sonoma County,Total for Both Facility Types,2006,Number,"13,794"
06097,County,Sonoma County,Child Care Center,2008,Number,"9,558"
06097,County,Sonoma County,Family Child Care Home,2008,Number,"4,078"
06097,County,Sonoma County,Total for Both Facility Types,2008,Number,"13,636"
06097,County,Sonoma County,Child Care Center,2010,Number,"9,898"
06097,County,Sonoma County,Family Child Care Home,2010,Number,"4,134"
06097,County,Sonoma County,Total for Both Facility Types,2010,Number,"14,032"
06097,County,Sonoma County,Child Care Center,2012,Number,"9,359"
06097,County,Sonoma County,Family Child Care Home,2012,Number,"3,850"
06097,County,Sonoma County,Total for Both Facility Types,2012,Number,"13,209"
06097,County,Sonoma County,Child Care Center,2014,Number,"9,115"
06097,County,Sonoma County,Family Child Care Home,2014,Number,"3,676"
06097,County,Sonoma County,Total for Both Facility Types,2014,Number,"12,791"
06097,County,Sonoma County,Child Care Center,2017,Number,"8,640"
06097,County,Sonoma County,Family Child Care Home,2017,Number,"3,344"
06097,County,Sonoma County,Total for Both Facility Types,2017,Number,"11,984"
06097,County,Sonoma County,Child Care Center,2019,Number,"8,889"
06097,County,Sonoma County,Family Child Care Home,2019,Number,"3,226"
06097,County,Sonoma County,Total for Both Facility Types,2019,Number,"12,115"
06055,County,Napa County,Child Care Center,2019,Number,"2,476"
06055,County,Napa County,Family Child Care Home,2019,Number,798
06055,County,Napa County,Total for Both Facility Types,2019,Number,"3,274"
06055,County,Napa County,Child Care Center,2017,Number,"2,418"
06055,County,Napa County,Family Child Care Home,2017,Number,822
06055,County,Napa County,Total for Both Facility Types,2017,Number,"3,240"
06055,County,Napa County,Child Care Center,2012,Number,"2,514"
06055,County,Napa County,Family Child Care Home,2012,Number,760
06055,County,Napa County,Total for Both Facility Types,2012,Number,"3,274"
06055,County,Napa County,Child Care Center,2014,Number,"2,710"
06055,County,Napa County,Family Child Care Home,2014,Number,752
06055,County,Napa County,Total for Both Facility Types,2014,Number,"3,462"
06055,County,Napa County,Child Care Center,2010,Number,"2,634"
06055,County,Napa County,Family Child Care Home,2010,Number,858
06055,County,Napa County,Total for Both Facility Types,2010,Number,"3,492"
06055,County,Napa County,Child Care Center,2008,Number,"2,674"
06055,County,Napa County,Family Child Care Home,2008,Number,952
06055,County,Napa County,Total for Both Facility Types,2008,Number,"3,626"
06055,County,Napa County,Child Care Center,2006,Number,"2,764"
06055,County,Napa County,Family Child Care Home,2006,Number,"1,042"
06055,County,Napa County,Total for Both Facility Types,2006,Number,"3,806"
06055,County,Napa County,Child Care Center,2004,Number,"2,866"
06055,County,Napa County,Family Child Care Home,2004,Number,"1,158"
06055,County,Napa County,Total for Both Facility Types,2004,Number,"4,024"
06055,County,Napa County,Child Care Center,2002,Number,"2,858"
06055,County,Napa County,Family Child Care Home,2002,Number,"1,086"
06055,County,Napa County,Total for Both Facility Types,2002,Number,"3,944"
06055,County,Napa County,Child Care Center,2000,Number,"2,664"
06055,County,Napa County,Family Child Care Home,2000,Number,"1,074"
06055,County,Napa County,Total for Both Facility Types,2000,Number,"3,738"
06113,County,Yolo County,Child Care Center,2000,Number,"3,931"
06113,County,Yolo County,Family Child Care Home,2000,Number,"2,536"
06113,County,Yolo County,Total for Both Facility Types,2000,Number,"6,467"
06113,County,Yolo County,Child Care Center,2002,Number,"4,649"
06113,County,Yolo County,Family Child Care Home,2002,Number,"2,794"
06113,County,Yolo County,Total for Both Facility Types,2002,Number,"7,443"
06113,County,Yolo County,Child Care Center,2004,Number,"4,807"
06113,County,Yolo County,Family Child Care Home,2004,Number,"3,024"
06113,County,Yolo County,Total for Both Facility Types,2004,Number,"7,831"
06113,County,Yolo County,Child Care Center,2006,Number,"4,660"
06113,County,Yolo County,Family Child Care Home,2006,Number,"3,030"
06113,County,Yolo County,Total for Both Facility Types,2006,Number,"7,690"
06113,County,Yolo County,Child Care Center,2008,Number,"4,759"
06113,County,Yolo County,Family Child Care Home,2008,Number,"3,080"
06113,County,Yolo County,Total for Both Facility Types,2008,Number,"7,839"
06113,County,Yolo County,Child Care Center,2010,Number,"4,909"
06113,County,Yolo County,Family Child Care Home,2010,Number,"2,702"
06113,County,Yolo County,Total for Both Facility Types,2010,Number,"7,611"
06113,County,Yolo County,Child Care Center,2012,Number,"5,251"
06113,County,Yolo County,Family Child Care Home,2012,Number,"2,670"
06113,County,Yolo County,Total for Both Facility Types,2012,Number,"7,921"
06113,County,Yolo County,Child Care Center,2014,Number,"5,002"
06113,County,Yolo County,Family Child Care Home,2014,Number,"2,376"
06113,County,Yolo County,Total for Both Facility Types,2014,Number,"7,378"
06113,County,Yolo County,Child Care Center,2017,Number,"4,382"
06113,County,Yolo County,Family Child Care Home,2017,Number,"2,412"
06113,County,Yolo County,Total for Both Facility Types,2017,Number,"6,794"
06113,County,Yolo County,Child Care Center,2019,Number,"4,710"
06113,County,Yolo County,Family Child Care Home,2019,Number,"1,614"
06113,County,Yolo County,Total for Both Facility Types,2019,Number,"6,324"
06095,County,Solano County,Child Care Center,2019,Number,"5,469"
06095,County,Solano County,Family Child Care Home,2019,Number,"4,218"
06095,County,Solano County,Total for Both Facility Types,2019,Number,"9,687"
06095,County,Solano County,Child Care Center,2017,Number,"5,459"
06095,County,Solano County,Family Child Care Home,2017,Number,"4,252"
06095,County,Solano County,Total for Both Facility Types,2017,Number,"9,711"
06095,County,Solano County,Child Care Center,2014,Number,"3,811"
06095,County,Solano County,Family Child Care Home,2014,Number,"4,058"
06095,County,Solano County,Total for Both Facility Types,2014,Number,"7,869"
06095,County,Solano County,Child Care Center,2012,Number,"5,063"
06095,County,Solano County,Family Child Care Home,2012,Number,"4,740"
06095,County,Solano County,Total for Both Facility Types,2012,Number,"9,803"
06095,County,Solano County,Child Care Center,2010,Number,"5,090"
06095,County,Solano County,Family Child Care Home,2010,Number,"5,944"
06095,County,Solano County,Total for Both Facility Types,2010,Number,"11,034"
06095,County,Solano County,Child Care Center,2008,Number,"5,904"
06095,County,Solano County,Family Child Care Home,2008,Number,"6,167"
06095,County,Solano County,Total for Both Facility Types,2008,Number,"12,071"
06095,County,Solano County,Child Care Center,2006,Number,"5,796"
06095,County,Solano County,Family Child Care Home,2006,Number,"7,041"
06095,County,Solano County,Total for Both Facility Types,2006,Number,"12,837"
06095,County,Solano County,Child Care Center,2004,Number,"5,191"
06095,County,Solano County,Family Child Care Home,2004,Number,"6,144"
06095,County,Solano County,Total for Both Facility Types,2004,Number,"11,335"
06095,County,Solano County,Child Care Center,2002,Number,"5,700"
06095,County,Solano County,Family Child Care Home,2002,Number,"6,873"
06095,County,Solano County,Total for Both Facility Types,2002,Number,"12,573"
06095,County,Solano County,Child Care Center,2000,Number,"5,154"
06095,County,Solano County,Family Child Care Home,2000,Number,"7,524"
06095,County,Solano County,Total for Both Facility Types,2000,Number,"12,678"
06101,County,Sutter County,Child Care Center,2000,Number,"1,498"
06101,County,Sutter County,Family Child Care Home,2000,Number,"1,724"
06101,County,Sutter County,Total for Both Facility Types,2000,Number,"3,222"
06101,County,Sutter County,Child Care Center,2002,Number,"1,626"
06101,County,Sutter County,Family Child Care Home,2002,Number,"1,462"
06101,County,Sutter County,Total for Both Facility Types,2002,Number,"3,088"
06101,County,Sutter County,Child Care Center,2004,Number,"1,781"
